folder,file,title,venue_year,url,audit,audit_detail,system,bibkey,cited_in_survey,also_filed_under,version_pair,renamed_from
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/Agents Under Siege_ Breaking Pragmatic Multi-Agent LLM Systems.pdf,Agents Under Siege: Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks,ACL 2025,https://aclanthology.org/2025.acl-long.476/,retained,other; Γ not identifiable; cost N,Agents Under Siege,liu2025agentsundersiege,yes,,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/ARES_ An Automated Evaluation Framework for Retrieval-Augmented Generation Systems.pdf,ARES: An Automated Evaluation Framework for Retrieval-Augmented Generation Systems,Proc. Conf. North Amer. Chapter Assoc. Comput. Linguistics: Human Lang. Technol. 2024,https://aclanthology.org/2024.naacl-long.20/,not retained,eval framework,,saadfalcon2024ares,yes,,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/Benchmark Self-Evolving_ A Multi-Agent Framework for Dynamic LLM Evaluation.pdf,Benchmark Self-Evolving: A Multi-Agent Framework for Dynamic LLM Evaluation,COLING 2025,https://aclanthology.org/2025.coling-main.223/,retained,evolution; Γ not identifiable; cost N,Benchmark Self-Evolving,li2025benchmarkSE,yes,,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/FActScore_ Fine-grained Atomic Evaluation of Factual Precision in Long Form Text Generation.pdf,FActScore: Fine-grained Atomic Evaluation of Factual Precision in Long Form Text Generation,Proc. Conf. Empirical Methods Natural Lang. Process. 2023,https://aclanthology.org/2023.emnlp-main.741/,not retained,eval metric,,min2023factscore,yes,,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/GAIA_ A Benchmark for General AI Assistants.pdf,GAIA: A Benchmark for General AI Assistants,Proc. Int. Conf. Learn. Represent. 2024,https://arxiv.org/abs/2311.12983,not retained,benchmark,,mialon2023gaia,yes,,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/IPIGuard_ A Novel Tool Dependency Graph-Based Defense Against Indirect Prompt Injection in LLM Agents.pdf,IPIGuard: A Novel Tool Dependency Graph-Based Defense Against Indirect Prompt Injection in LLM Agents,Proc. Conf. Empirical Methods Natural Lang. Process. 2025,https://aclanthology.org/2025.emnlp-main.53/,not retained,"defense, single-agent tool use",,zhang2025ipiguard,yes,07_frontier_2025_2026/IPIGuard_ A Novel Tool Dependency Graph-Based Defense Against Indirect Prompt Injection in LLM Agents.pdf,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/MCIP_ Protecting MCP Safety via Model Contextual Integrity Protocol.pdf,MCIP: Protecting MCP Safety via Model Contextual Integrity Protocol,Proc. Conf. Empirical Methods Natural Lang. Process. 2025,https://aclanthology.org/2025.emnlp-main.62/,not retained,"safety protocol, single-agent tool use",,wang2025mcip,yes,07_frontier_2025_2026/MCIP_ Protecting MCP Safety via Model Contextual Integrity Protocol.pdf,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/Model Context Protocol Threat Modeling and Analyzing Vulnerabilities to Prompt Injection with Tool Poisoning.pdf,Model Context Protocol Threat Modeling and Analysis of Vulnerabilities to Prompt Injection with Tool Poisoning,J. Cybersecur. Privacy 2026,https://doi.org/10.3390/jcp6030084,not retained,"threat model, no MAS results",,huang2026mcpthreatmodeling,yes,,,"was ""Model Context Protocol Threat Modeling: Tool Poisoning and Client Security"", a paraphrase rather than the paper's title"
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/On the Resilience of LLM-Based Multi-Agent Collaboration with Faulty Agents.pdf,On the Resilience of LLM-Based Multi-Agent Collaboration with Faulty Agents,ICML 2025,https://proceedings.mlr.press/v267/huang25ay.html,retained,other; Γ not identifiable; cost N,Resilience w/ Faulty Agents,pmlr-v267-huang25ay,yes,,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/OSWorld_ Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments.pdf,OSWorld: Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments,Proc. Adv. Neural Inf. Process. Syst. 2024,https://proceedings.neurips.cc/paper_files/paper/2024/hash/5d413e48f84dc61244b6be550f1cd8f5-Abstract-Datasets_and_Benchmarks_Track.html,not retained,benchmark,,xie2024osworld,yes,,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/OWASP Top 10 for Large Language Model Applications.pdf,OWASP Top 10 for Large Language Model Applications,2023,https://owasp.org/www-project-top-10-for-large-language-model-applications/,not retained,standards document,,owasp2023llmtop10,yes,,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/RAGAS_ Automated Evaluation of Retrieval Augmented Generation.pdf,RAGAs: Automated Evaluation of Retrieval Augmented Generation,Proc. 18th Conf. Eur. Chapter Assoc. Comput. Linguistics: Syst. Demonstrations 2024,https://aclanthology.org/2024.eacl-demo.16/,not retained,eval framework,,es2025ragas,yes,,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/tau-bench_ A Benchmark for Tool-Agent-User Interaction in Real-World Domains.pdf,Tau-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains,arXiv preprint 2024,https://arxiv.org/abs/2406.12045,not retained,benchmark,,yao2024taubench,yes,,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/ToolEmu_ Identifying the Risks of LM Agents with an LM-Emulated Sandbox.pdf,ToolEmu: Identifying the Risks of LM Agents with an LM-Emulated Sandbox,Proc. Int. Conf. Learn. Represent. 2024,https://arxiv.org/abs/2309.15817,not retained,benchmark,,toolemu2024,yes,,,
06_evaluation_benchmarks_safety,"06_evaluation_benchmarks_safety/ToolSandbox_ A Stateful, Conversational, Interactive Evaluation Benchmark for LLM Tool Use Capabilities.pdf","ToolSandbox: A Stateful, Conversational, Interactive Evaluation Benchmark for LLM Tool Use Capabilities",Findings Assoc. Comput. Linguistics: NAACL 2025,https://aclanthology.org/2025.findings-naacl.65/,not retained,benchmark,,lu2025toolsandbox,yes,,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/WebArena_ A Realistic Web Environment for Building Autonomous Agents.pdf,WebArena: A Realistic Web Environment for Building Autonomous Agents,arXiv preprint 2024,https://arxiv.org/abs/2307.13854,not retained,benchmark,,zhou2024webarena,yes,,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/When Allies Turn Foes_ Exploring Group Characteristics of LLM-Based Multi-Agent Collaborative Systems Under Adversarial Attacks.pdf,When Allies Turn Foes: Exploring Group Characteristics of LLM-Based Multi-Agent Collaborative Systems Under Adversarial Attacks,preprint 2025,https://aclanthology.org/2025.findings-emnlp.333/,retained,other; Γ not identifiable; cost N,When Allies Turn Foes,ju2025allies,yes,,,
06_evaluation_benchmarks_safety,06_evaluation_benchmarks_safety/Which Agent Causes Task Failures and When_ On Automated Failure Attribution of LLM Multi-Agent Systems.pdf,Which Agent Causes Task Failures and When? On Automated Failure Attribution of LLM Multi-Agent Systems,ICML 2025,https://arxiv.org/pdf/2505.00212,retained,other; Γ not identifiable; cost N,Failure Attribution,zhang2025whichagent,yes,,,
07_frontier_2025_2026,07_frontier_2025_2026/SAKI-RAG_ Mitigating Context Fragmentation in Long-Document RAG via Sentence-level Attention Knowledge Integration.pdf,SAKI-RAG: Mitigating Context Fragmentation in Long-Document RAG via Sentence-level Attention Knowledge Integration,Proc. Conf. Empirical Methods Natural Lang. Process. 2025,https://aclanthology.org/2025.emnlp-main.63/,not retained,single-agent RAG,,wang2025saki,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/01_PSL_Curriculum_ACL2025.pdf,Problem-Solving Logic Guided Curriculum In-Context Learning for LLMs Complex Reasoning,Proc. 63rd Annu. Meeting Assoc. Comput. Linguistics 2025,https://arxiv.org/abs/2502.15401,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,ma2025psl,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/02_IDS_EMNLP2024.pdf,In-Context Learning with Iterative Demonstration Selection,Findings Assoc. Comput. Linguistics: EMNLP 2024,,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,qin2024ids,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/03_Teach_Better_Show_Smarter_NeurIPS2024.pdf,Teach Better or Show Smarter? On Instructions and Exemplars in Automatic Prompt Optimization,Proc. Adv. Neural Inf. Process. Syst. 2024,https://arxiv.org/abs/2406.15708,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,wan2024teachbetter,no,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/04_LM_DPP_EMNLP2024.pdf,Effective Demonstration Annotation for In-Context Learning via Language Model-Based Determinantal Point Process,Proc. Conf. Empirical Methods Natural Lang. Process. 2024,,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,wang2024lmdpp,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/05_R_Mix_EMNLP2025.pdf,Reward Mixology: Crafting Hybrid Signals for Reinforcement Learning Driven In-Context Learning,Findings Assoc. Comput. Linguistics: EMNLP 2025,,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,zhang2025rmix,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/06_NDPP_EMNLP2025.pdf,Correlation-Aware Example Selection for In-Context Learning with Nonsymmetric Determinantal Point Processes,Proc. Conf. Empirical Methods Natural Lang. Process. 2025,,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,du2025ndpp,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/07_CONSENSAGENT_ACL2025.pdf,ConsensAgent: Towards Efficient and Effective Consensus in Multi-Agent LLM Interactions through Sycophancy Mitigation,ACL 2025,,retained,debate; Γ identifiable; cost partial,CONSENSAGENT,pitre2025consensagent,no,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/08_InfICL_2024.pdf,In-Context Learning Demonstration Selection via Influence Analysis,arXiv preprint 2024,https://arxiv.org/abs/2402.11750,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,vinay2024inficl,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/10_PromptWizard_ACL2025.pdf,"PromptWizard: Optimizing Prompts via Task-Aware, Feedback-Driven Self-Evolution",Findings Assoc. Comput. Linguistics: ACL 2025,,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,agarwal2025promptwizard,no,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/11_M2CL_ICLR2026.pdf,Context Learning for Multi-Agent Discussion,ICLR 2026,https://arxiv.org/abs/2602.02350,retained,debate; Γ not identifiable; cost N,M2CL,hua2026m2cl,no,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/12_RDES_ICML2025.pdf,Demonstration Selection for In-Context Learning via Reinforcement Learning,Proc. 42nd Int. Conf. Mach. Learn. 2025,https://arxiv.org/abs/2412.03966,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,wang2025rdes,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/13_DETAIL_NeurIPS2024.pdf,DETAIL: Task Demonstration Attribution for Interpretable In-context Learning,Proc. Adv. Neural Inf. Process. Syst. 2024,https://arxiv.org/abs/2405.14899,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,zhou2024detail,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/14_CDS_curriculum_demo_selection_2025.pdf,Curriculum Demonstration Selection for In-Context Learning,Proc. 40th ACM/SIGAPP Symp. Appl. Comput. (SAC) 2025,https://arxiv.org/abs/2411.18126,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,vu2025cds,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/15_DemoRank_NAACL2024.pdf,DemoRank: Selecting Effective Demonstrations for Large Language Models in Ranking Task,arXiv preprint 2024,https://arxiv.org/abs/2406.16332,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,liu2024demorank,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/16_TrajBootstrap_SelfGeneratedICE_2025.pdf,Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,arXiv preprint 2025,https://arxiv.org/abs/2505.00234,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,sarukkai2025trajbootstrap,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/17_DiSP_ICML2026.pdf,Easier to Judge than to Find: Predicting In-Context Learning Success for Demonstration Selection,Proc. 43rd Int. Conf. Mach. Learn. 2026,https://arxiv.org/abs/2605.18512,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,wang2026disp,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/18_TopK-SD_AAAI2026.pdf,Rethinking Label Consistency of In-Context Learning: An Implicit Transductive Label Propagation Perspective,Proc. AAAI Conf. Artif. Intell. 2026,https://arxiv.org/abs/2512.12175,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,chen2026topksd,yes,,,
08_demo_selection_icl_sota,08_demo_selection_icl_sota/19_ICLForge_CIKM2025.pdf,IclForge: Enhancing In-Context Learning with Evolutionary Algorithms under Budgeted Annotation,Proc. 34th ACM Int. Conf. Inf. Knowl. Manage. (CIKM) 2025,,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,malik2025iclforge,yes,,,
09_coverage_budget_conformal,09_coverage_budget_conformal/01_LSR_LabelSpaceReduction_2025.pdf,From Haystack to Needle: Label Space Reduction for Zero-shot Classification,arXiv 2025,https://arxiv.org/abs/2502.08436,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,,no,,,
09_coverage_budget_conformal,09_coverage_budget_conformal/02_CICLe_ConformalICL_2025.pdf,Efficient Text Classification with Conformal In-Context Learning,arXiv preprint 2025,https://arxiv.org/abs/2512.05732,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,pantelidis2025cicle,no,,,
09_coverage_budget_conformal,09_coverage_budget_conformal/03_CICC_ConformalIntent_NAACL2024.pdf,Conformal Intent Classification and Clarification for Fast and Accurate Intent Recognition,Findings of NAACL 2024,https://arxiv.org/abs/2403.18973,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,,no,,,
09_coverage_budget_conformal,09_coverage_budget_conformal/04_ManyShot_ICL_NeurIPS2024.pdf,Many-Shot In-Context Learning,Proc. Adv. Neural Inf. Process. Syst. 2024,,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,agarwal2024manyshot,yes,,,
09_coverage_budget_conformal,09_coverage_budget_conformal/05_ComputeOptimal_ManyShot_COLM2025.pdf,Towards Compute-Optimal Many-Shot In-Context Learning,COLM 2025,https://arxiv.org/abs/2507.16217,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,,no,,,
09_coverage_budget_conformal,09_coverage_budget_conformal/06_UCS_UnseenCoverage_2026.pdf,UCS: Estimating Unseen Coverage for Improved In-Context Learning,arXiv 2026,https://arxiv.org/abs/2604.12015,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,,no,,,
09_coverage_budget_conformal,09_coverage_budget_conformal/07_L2D_LabelDistribDivergence_2025.pdf,Learn to Select: Exploring Label Distribution Divergence for In-Context Demonstration Selection in Text Classification,arXiv 2025,https://arxiv.org/abs/2511.10675,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,,no,,,
09_coverage_budget_conformal,09_coverage_budget_conformal/08_TailAware_AdaptiveK_RAG_2026.pdf,Tail-Aware Adaptive-k: Query-Adaptive Context Selection for Retrieval-Augmented Generation,arXiv 2026,https://arxiv.org/abs/2606.11907,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,,no,,,
09_coverage_budget_conformal,09_coverage_budget_conformal/09_CoverageBased_Selection_Gupta_EMNLP2023.pdf,Coverage-based Example Selection for In-Context Learning,Findings Assoc. Comput. Linguistics: EMNLP 2023,,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,gupta2023coverage,yes,,,
09_coverage_budget_conformal,09_coverage_budget_conformal/10_AbstentionSurvey_TACL2025.pdf,Know Your Limits: A Survey of Abstention in Large Language Models,TACL 2025,https://arxiv.org/abs/2407.18418,not retained,survey,,,no,,,
09_coverage_budget_conformal,09_coverage_budget_conformal/11_ICXML_ExtremeMultiLabel_2023.pdf,ICXML: An In-Context Learning Framework for Zero-Shot Extreme Multi-Label Classification,arXiv 2023,https://arxiv.org/abs/2311.09649,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,,no,,,
09_coverage_budget_conformal,09_coverage_budget_conformal/12_ConformalPrediction_LLM_Classification_2023.pdf,Conformal Prediction with Large Language Models for Multi-Choice Question Answering,arXiv 2023,https://arxiv.org/abs/2305.18404,not retained,"single-agent ICL (folders 04/08/09 except CONSENSAGENT, M2CL)",,,no,,,
